Column1._id.$oid,Column1.bonusPointsEarned,Column1.bonusPointsEarnedReason,Column1.createDate.$date,Column1.dateScanned.$date,Column1.finishedDate.$date,Column1.modifyDate.$date,Column1.pointsAwardedDate.$date,Column1.pointsEarned,Column1.purchaseDate.$date,Column1.purchasedItemCount,Column1.rewardsReceiptItemList.barcode,Column1.rewardsReceiptItemList.description,Column1.rewardsReceiptItemList.finalPrice,Column1.rewardsReceiptItemList.itemPrice,Column1.rewardsReceiptItemList.needsFetchReview,Column1.rewardsReceiptItemList.partnerItemId,Column1.rewardsReceiptItemList.preventTargetGapPoints,Column1.rewardsReceiptItemList.quantityPurchased,Column1.rewardsReceiptItemList.userFlaggedBarcode,Column1.rewardsReceiptItemList.userFlaggedNewItem,Column1.rewardsReceiptItemList.userFlaggedPrice,Column1.rewardsReceiptItemList.userFlaggedQuantity,Column1.rewardsReceiptStatus,Column1.totalSpent,Column1.userId
5ff1e1ed0a7214ada100056e,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,5,4011,ITEM NOT FOUND,20,20,FALSE,1,TRUE,5,4011,TRUE,20,5,FINISHED,20,5ff1e1eacfcf6c399c274ae6
5ff1e1eb0a7214ada100056b,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,250,1.61E+12,3,4011,ITEM NOT FOUND,20,20,FALSE,1,TRUE,3,4011,TRUE,20,3,FINISHED,20,5ff1e1eacfcf6c399c274ae6
5ff1e1c50a720f052300056c,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,100,1.61E+12,1,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5ff1e1a10a720f0523000568,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,750,1.61E+12,5,13562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50,50,TRUE,1,,5,,,,,FINISHED,50,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,1,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,2,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,3,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,5,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,6,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,7,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,8,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,9,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5ff1e1b60a7214ada100055c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,,8850,1.61E+12,10,34100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,10,,1,,,,,FLAGGED,290,5ff1e194b6a9d73a3a9f1052
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,75925306254,,1,1,,1,,1,,,,,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,2,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,3,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,4,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,5,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,6,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,7,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,8,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,9,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,10,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5f9c74f70a7214ad07000037,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,,1.61E+12,1.60E+12,750,1.60E+12,11,,,,,TRUE,11,TRUE,,34100573065,TRUE,29,1,REJECTED,1,5f9c74f7c88c1415cbddb839
5ff1e1b20a7214ada100055a,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,300,1.61E+12,1,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5ff1e1e90a7214ada1000569,,,1.61E+12,1.61E+12,,1.61E+12,,,,0,,,,,TRUE,1,TRUE,,4011,TRUE,25,3,FLAGGED,0,5ff1e1e9b6a9d73a3a9f10f6
5ff1e1e90a7214ada1000569,,,1.61E+12,1.61E+12,,1.61E+12,,,,0,,,,,TRUE,2,TRUE,,34100573065,TRUE,27,3,FLAGGED,0,5ff1e1e9b6a9d73a3a9f10f6
5ff1e1df0a7214ada1000564,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,750,1.61E+12,2,4011,ITEM NOT FOUND,1,1,FALSE,1,,1,,,,,FINISHED,11,5ff1e1dfcfcf6c399c274ab3
5ff1e1df0a7214ada1000564,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,750,1.61E+12,2,28400642255,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,10,10,FALSE,2,TRUE,1,28400642255,TRUE,10,1,FINISHED,11,5ff1e1dfcfcf6c399c274ab3
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,75925306254,,1,1,,1,,1,,,,,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,2,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,3,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,4,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,5,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,6,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,7,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,8,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,9,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,10,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1b40a7214ada100055b,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,,1.61E+12,1.61E+12,750,1.61E+12,1,,,,,TRUE,11,TRUE,,34100573065,TRUE,29,1,FLAGGED,1,5ff1e1b4cfcf6c399c274a54
5ff1e1eb0a720f0523000576,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,300,1.61E+12,2,4011,ITEM NOT FOUND,26,26,FALSE,1,TRUE,2,4011,TRUE,26,2,FINISHED,26,5ff1e1eacfcf6c399c274ae6
5ff1e1c80a720f052300056d,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,2,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5ff1e1c80a720f052300056d,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,2,1234,,,,TRUE,2,TRUE,,1234,TRUE,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5f9c74f90a7214ad07000038,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,1.61E+12,1.61E+12,1.61E+12,389.2,1.60E+12,6,75925306254,,1,1,FALSE,1,,1,,,,,FINISHED,14,5f9c74e3f1937815bd2c1d73
5f9c74f90a7214ad07000038,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,1.61E+12,1.61E+12,1.61E+12,389.2,1.60E+12,6,75925306254,,10,10,FALSE,2,TRUE,2,75925306254,TRUE,10,2,FINISHED,14,5f9c74e3f1937815bd2c1d73
5f9c74f90a7214ad07000038,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,1.61E+12,1.61E+12,1.61E+12,389.2,1.60E+12,6,34100573065,MILLER LITE 24 PACK 12OZ CAN,1,1,FALSE,3,TRUE,1,34100573065,TRUE,1,1,FINISHED,14,5f9c74e3f1937815bd2c1d73
5f9c74f90a7214ad07000038,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,1.61E+12,1.61E+12,1.61E+12,389.2,1.60E+12,6,34100573065,MILLER LITE 24 PACK 12OZ CAN,1,1,FALSE,4,TRUE,1,34100573065,TRUE,1,1,FINISHED,14,5f9c74e3f1937815bd2c1d73
5f9c74f90a7214ad07000038,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.60E+12,1.60E+12,1.61E+12,1.61E+12,1.61E+12,389.2,1.60E+12,6,34100573065,MILLER LITE 24 PACK 12OZ CAN,1,1,FALSE,5,TRUE,1,34100573065,TRUE,1,1,FINISHED,14,5f9c74e3f1937815bd2c1d73
5ff1e1960a720f0523000567,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,750,1.61E+12,1,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,FINISHED,1,5ff1e196cfcf6c399c274a38
5ff1e1ec0a7214ada100056c,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,150,1.61E+12,2,4011,ITEM NOT FOUND,21,21,FALSE,1,TRUE,2,4011,TRUE,21,2,FINISHED,21,5ff1e1eacfcf6c399c274ae6
5ff1e1d70a720f0523000571,40,COMPLETE_PARTNER_RECEIPT,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,185,1.61E+12,2,41000168468,KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ,1,1,,1,,1,,,,,FINISHED,2,5ff1e194b6a9d73a3a9f1052
5ff1e1d70a720f0523000571,40,COMPLETE_PARTNER_RECEIPT,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,185,1.61E+12,2,2.70072E+12,NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ,1,1,,2,,1,,,,,FINISHED,2,5ff1e194b6a9d73a3a9f1052
5ff1e1c60a7214ada100055e,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,2,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5ff1e1c60a7214ada100055e,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,2,1234,,,,TRUE,2,TRUE,,1234,TRUE,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5ff1e1ee0a7214ada1000570,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,5,4011,ITEM NOT FOUND,27,27,FALSE,1,TRUE,5,4011,TRUE,27,5,FINISHED,27,5ff1e1eacfcf6c399c274ae6
5ff1e1cf0a720f0523000570,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,2,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5ff1e1cf0a720f0523000570,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,2,1234,,,,TRUE,2,TRUE,,1234,TRUE,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5ff1e1e10a720f0523000572,25,COMPLETE_NONPARTNER_RECEIPT,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,35,1.61E+12,1,79400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1,FALSE,1,TRUE,1,79400066619,,,,FINISHED,1,5ff1e194b6a9d73a3a9f1052
5ff1e1d40a7214ada1000562,,,1.61E+12,1.61E+12,,1.61E+12,,,1.51E+12,3,,DELETED ITEM,1,1,,1,,1,,,,,REJECTED,3,5ff1e194b6a9d73a3a9f1052
5ff1e1d40a7214ada1000562,,,1.61E+12,1.61E+12,,1.61E+12,,,1.51E+12,3,51500720011,JIF CRMY PNT BTR JAR 40 OZ,2,2,,2,,2,,,,,REJECTED,3,5ff1e194b6a9d73a3a9f1052
5ff1e1ee0a720f0523000578,5,All-receipts receipt bonus,1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,5,1.61E+12,4,4011,ITEM NOT FOUND,27,27,FALSE,1,TRUE,4,4011,TRUE,27,4,FINISHED,27,5ff1e1eacfcf6c399c274ae6
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,650,1.61E+12,10,87684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,1,,1,,,,,FINISHED,10,5ff370c562fde912123a5e0e
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,650,1.61E+12,10,87684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,2,,1,,,,,FINISHED,10,5ff370c562fde912123a5e0e
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,650,1.61E+12,10,87684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,3,,1,,,,,FINISHED,10,5ff370c562fde912123a5e0e
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,650,1.61E+12,10,87684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,4,,1,,,,,FINISHED,10,5ff370c562fde912123a5e0e
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,650,1.61E+12,10,87684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,5,,1,,,,,FINISHED,10,5ff370c562fde912123a5e0e
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,650,1.61E+12,10,87684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,6,,1,,,,,FINISHED,10,5ff370c562fde912123a5e0e
5ff371030a7214ada10005a5,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1.61E+12,1.61E+12,1.61E+12,1.61E+12,1.61E+12,650,1.61E+12,10,87684001127,CAPRI SUN Roarin' Waters Tropical Fruit Juice Drinks 10 ct,1,1,,7,,1,,,,,FINISHED,10,5ff370c562fde912123a5e0e
